Raport2: CUMPARATE DE MAI MULTE ORI MAI MARI DECAT 0

1 """Blanketed"" Eggplant ":

11248 Tarragon Tartar Sauce :
Rating: 3.75
Pret: 49.0

11249 Tarragon and Lemon Roast Chicken :
Rating: 5.0
Pret: 95.0

11250 Tarragon-Caper Egg Salad Sandwiches with Smoked Salmon :
Rating: 4.375
Pret: 61.0

11251 Tarragon-Chive Dipping Sauce :
Rating: 3.75
Pret: 87.0

11252 Tarragon-Cilantro Salsa Verde :
Rating: 3.75
Pret: 93.0

11253 Tarragon-Lime Chicken :
Rating: 3.75
Pret: 25.0

11254 Tarragon-Spiked Lady Grey Iced Tea :
Rating: 3.75
Pret: 48.0

11255 Tart Shell :
Rating: 4.375
Pret: 60.0

11256 Tartar Sauce :
Rating: 5.0
Pret: 33.0

11257 Tarte Tatin :
Rating: 3.75
Pret: 21.0

11258 Tartines Provencales :
Rating: 3.75
Pret: 87.0

11259 Tea Bavaroise :
Rating: 0.0
Pret: 35.0

11260 Tea Brack :
Rating: 3.75
Pret: 54.0

11261 Tea Bread with Vine Fruit and Pine Nuts :
Rating: 2.5
Pret: 88.0

11262 Tea Cake Sandwich Cookies :
Rating: 3.75
Pret: 81.0

11263 Tea-Flavored Tarte Tatin (Tarte Tatin au Thé) :
Rating: 0.0
Pret: 29.0

11264 Tea-Marbled Eggs With Soy Balsamic Mayonnaise :
Rating: 4.375
Pret: 39.0

11265 Tea-Poached Plums :
Rating: 3.75
Pret: 10.0

11266 Tea-Smoked Chicken :
Rating: 3.75
Pret: 55.0

11267 Tea-and-Lemon Gravy :
Rating: 3.125
Pret: 94.0

11268 Tecate Skirt-Steak Tacos :
Rating: 2.5
Pret: 82.0

11269 Tehina :
Rating: 3.75
Pret: 26.0

11270 Tempering Chocolate :
Rating: 0.0
Pret: 41.0

11271 Tender Pie Crust :
Rating: 4.375
Pret: 10.0

11272 Tender Zucchini Fritters with Green Goddess Dressing :
Rating: 3.75
Pret: 71.0

11273 Tenderloin Steaks with Cranberry-Port Sauce and Gorgonzola Cheese :
Rating: 5.0
Pret: 100.0

11274 Tennessee Williams's Lemon Icebox Pie :
Rating: 4.375
Pret: 97.0

11275 Teotitlan-Style Black Mole :
Rating: 4.375
Pret: 64.0

11276 Tequila Cosmopolitan :
Rating: 4.375
Pret: 43.0

11277 Tequila Lime Tart :
Rating: 3.75
Pret: 13.0

11278 Tequila Mockingbird Marinade :
Rating: 4.375
Pret: 91.0

11279 Tequila Mojito :
Rating: 4.375
Pret: 95.0

11280 Tequila Sunrise :
Rating: 5.0
Pret: 84.0

11281 Tequila Sunrise II :
Rating: 0.0
Pret: 85.0

11282 Tequila Tropical Punch :
Rating: 3.75
Pret: 43.0

11283 Tequila and Lime Chicken Tacos :
Rating: 5.0
Pret: 81.0

11284 Tequila and Tonic :
Rating: 0.0
Pret: 89.0

11285 Tequila-Glazed Chicken with Jalapeño :
Rating: 4.375
Pret: 79.0

11286 Tequila-Lime Mahimahi Tacos :
Rating: 4.375
Pret: 25.0

11287 Teriyaki Pork Chops :
Rating: 4.375
Pret: 16.0

11288 Teriyaki Salmon :
Rating: 5.0
Pret: 42.0

11289 Teriyaki-Style Chicken :
Rating: 4.375
Pret: 87.0

11290 Tex-Mex Roasted Lamb Ribs With Cheese Grits :
Rating: 3.125
Pret: 21.0

11291 Tex-Mex Veggie Burgers :
Rating: 1.875
Pret: 99.0

11292 Texas Barbecue Sauce :
Rating: 5.0
Pret: 59.0

11293 Texas Beef Brisket Chili :
Rating: 3.125
Pret: 68.0

11294 Texas Beef Tacos :
Rating: 3.75
Pret: 96.0

11295 Texas Margaritas :
Rating: 4.375
Pret: 68.0

11296 Texas-Style Chili :
Rating: 3.75
Pret: 14.0

11297 Texas-Style Steak on Toast :
Rating: 4.375
Pret: 48.0

11298 Texican Rice :
Rating: 3.75
Pret: 71.0

11299 Thai Beef Stew With Lemongrass and Noodles :
Rating: 3.75
Pret: 12.0

11300 Thai Chicken Curry :
Rating: 4.375
Pret: 85.0

11301 Thai Chicken Pasta :
Rating: 4.375
Pret: 96.0

11302 Thai Chicken Stock :
Rating: 3.75
Pret: 83.0

11303 Thai Chile-Herb Dipping Sauce :
Rating: 5.0
Pret: 62.0

11304 Thai Cucumber Salad with Roasted Peanuts :
Rating: 4.375
Pret: 89.0

11305 Thai Curry :
Rating: 3.75
Pret: 48.0

11306 Thai Curry Penne with Ginger-Tomato Chutney :
Rating: 4.375
Pret: 94.0

11307 Thai Fish Curry :
Rating: 4.375
Pret: 69.0

11308 Thai Green Curry with Seafood :
Rating: 3.75
Pret: 21.0

11309 Thai Green Papaya Salad :
Rating: 5.0
Pret: 67.0

11310 Thai Grilled Beef Salad :
Rating: 3.75
Pret: 64.0

11311 Thai Grilled Chicken Wings :
Rating: 5.0
Pret: 67.0

11312 Thai Red Curry Paste :
Rating: 5.0
Pret: 91.0

11313 Thai Red Curry Soup with Chicken and Vegetables :
Rating: 4.375
Pret: 19.0

11314 Thai Roast Beef and Lettuce Rolls :
Rating: 3.75
Pret: 24.0

11315 Thai Shrimp Soup with Lemon and Jalapenos :
Rating: 0.0
Pret: 69.0

11316 Thai Spareribs :
Rating: 5.0
Pret: 30.0

11317 Thai Spices Shrimp Salad with Asian Greens and Pesto Dressing :
Rating: 3.75
Pret: 67.0

11318 Thai Tea Pudding with Lime Caramel and Candied Cashews :
Rating: 4.375
Pret: 54.0

11319 Thai Turkey Burgers with Crispy Kale :
Rating: 3.75
Pret: 80.0

11320 Thai Vegetables :
Rating: 3.75
Pret: 52.0

11321 Thai-Curry Seafood Stew :
Rating: 3.125
Pret: 66.0

11322 Thai-Inspired Shrimp Stir-Fry :
Rating: 4.375
Pret: 62.0

11323 Thai-Spiced Pork Tenderloin with Orange Curry Sauce :
Rating: 3.75
Pret: 99.0

11324 Thai-Style Beef and Asparagus Curry :
Rating: 5.0
Pret: 28.0

11325 Thai-Style Beef with Noodles :
Rating: 4.375
Pret: 68.0

11326 Thai-Style Broiled Chicken Wings with Hot-and-Sour Sauce :
Rating: 3.75
Pret: 53.0

11327 Thai-Style Chicken and Rice Soup :
Rating: 4.375
Pret: 80.0

11328 Thai-Style Chicken and Vegetable Stir-Fry :
Rating: 4.375
Pret: 29.0

11329 Thai-Style Chicken in Coconut Sauce :
Rating: 4.375
Pret: 90.0

11330 Thai-Style Crab Salad in Papaya :
Rating: 4.375
Pret: 36.0

11331 Thai-Style Fusilli with Eggplant and Shiitake :
Rating: 5.0
Pret: 48.0

11332 Thai-Style Iced Tea :
Rating: 5.0
Pret: 55.0

11333 Thai-Style Seafood Salad with Herbs :
Rating: 4.375
Pret: 45.0

11334 Thai-Style Tomato and Shrimp Salad :
Rating: 4.375
Pret: 64.0

11335 Thanksgiving Stuffed Onions :
Rating: 3.125
Pret: 49.0

11336 The BA Patty Melt :
Rating: 4.375
Pret: 68.0

11337 The Best Blts :
Rating: 4.375
Pret: 19.0

11338 The Boy Scouts Campfire Quesadilla :
Rating: 4.375
Pret: 61.0

11339 The Celtic Buck :
Rating: 3.75
Pret: 51.0

11340 The Cure :
Rating: 3.125
Pret: 60.0

11341 The Easiest Peach-Raspberry Pie with Press-In Crust :
Rating: 4.375
Pret: 40.0

11342 The Elvis :
Rating: 0.0
Pret: 45.0

11343 The Great After-Thanksgiving Turkey Enchiladas :
Rating: 3.75
Pret: 100.0

11344 The Great Onion Soup :
Rating: 3.75
Pret: 74.0

11345 The Last Word :
Rating: 5.0
Pret: 34.0

11346 The Mezcal Sunset :
Rating: 3.75
Pret: 15.0

11347 The New York Sour :
Rating: 5.0
Pret: 30.0

11348 The Original Three-Ingredient Rub :
Rating: 0.0
Pret: 47.0

11349 The Rattlesnake :
Rating: 0.0
Pret: 54.0

11350 The Sicilian Slush :
Rating: 4.375
Pret: 17.0

11351 The Sidecar :
Rating: 4.375
Pret: 13.0

11352 The Three Amigos :
Rating: 2.5
Pret: 19.0

11353 The Tomboy Cake :
Rating: 5.0
Pret: 69.0

11354 The Ultimate Bolognese Sauce :
Rating: 3.75
Pret: 52.0

11355 The West Coast :
Rating: 0.0
Pret: 76.0

11356 The Widow's Touch :
Rating: 4.375
Pret: 71.0

11357 The World of Rice Salads :
Rating: 0.0
Pret: 13.0

11358 Thick Apple Pancakes with Raspberry Sauce :
Rating: 4.375
Pret: 96.0

11359 Thick Focaccia :
Rating: 3.75
Pret: 71.0

11360 Thick Tahini Sauce :
Rating: 0.0
Pret: 80.0

11361 Thin Apple Tarts :
Rating: 5.0
Pret: 56.0

11362 Third Degree :
Rating: 0.0
Pret: 19.0

11363 Thousand Flavor Syrup :
Rating: 0.0
Pret: 84.0

11364 Thousand Island Slaw with Chicken :
Rating: 4.375
Pret: 75.0

11365 Three Basil Pesto :
Rating: 3.75
Pret: 61.0

11366 Three Berry Butter Cake :
Rating: 3.75
Pret: 58.0

11367 Three Dipping Sauces :
Rating: 0.0
Pret: 29.0

11368 Three Miller :
Rating: 0.0
Pret: 27.0

11369 Three Pea Stir-Fry :
Rating: 4.375
Pret: 68.0

11370 Three Stripes :
Rating: 0.0
Pret: 14.0

11371 Three-Bean Salad :
Rating: 5.0
Pret: 59.0

11372 Three-Bean Salad with Coriander Chili Dressing :
Rating: 0.0
Pret: 85.0

11373 Three-Bean Salad with Olives :
Rating: 4.375
Pret: 39.0

11374 Three-Bean Salad with Red Onion and Red Bell Pepper :
Rating: 3.75
Pret: 82.0

11375 Three-Berry Pie with Vanilla Cream :
Rating: 5.0
Pret: 67.0

11376 Three-Cheese Baked Eggs with Roasted Peppers :
Rating: 4.375
Pret: 40.0

11377 Three-Cheese Chicken Breasts in Tomato Sauce :
Rating: 3.75
Pret: 89.0

11378 Three-Cheese Lasagna with Italian Sausage :
Rating: 3.75
Pret: 91.0

11379 Three-Cheese Pasta Salad with Olives :
Rating: 4.375
Pret: 25.0

11380 Three-Cheese Phyllo Triangles with Onions and Yogurt :
Rating: 4.375
Pret: 31.0

11381 Three-Cheese Pizza with Onion and Sage :
Rating: 3.75
Pret: 48.0

11382 Three-Cheese Sorrentinos with Tomato-Olive Sauce :
Rating: 4.375
Pret: 10.0

11383 Three-Cheese and Mushroom Orecchiette :
Rating: 3.75
Pret: 87.0

11384 Three-Chile Harissa :
Rating: 0.0
Pret: 36.0

11385 Three-Chili Rice :
Rating: 3.75
Pret: 29.0

11386 Three-Green Pasta with Scallops and Pesto Sauce :
Rating: 3.125
Pret: 83.0

11387 Three-Herb Pesto :
Rating: 4.375
Pret: 69.0

11388 Three-Mushroom Dressing :
Rating: 4.375
Pret: 24.0

11389 Three-Mustard Mayonnaise :
Rating: 3.75
Pret: 49.0

11390 Three-Nut Pie with Cranberries :
Rating: 4.375
Pret: 68.0

11391 Three-Onion Sauté :
Rating: 0.0
Pret: 51.0

11392 Three-Onion Stuffing :
Rating: 4.375
Pret: 91.0

11393 Thyme Focaccia and Parmesan Focaccia :
Rating: 0.0
Pret: 39.0

11394 Thyme Garlic Butter :
Rating: 5.0
Pret: 10.0

11395 Thyme Honey Glazed Ham :
Rating: 4.375
Pret: 75.0

11396 Thyme Pesto :
Rating: 3.75
Pret: 18.0

11397 Thyme-Roasted Apples and Onions :
Rating: 5.0
Pret: 10.0

11398 Thyme-Roasted Chicken Breast with Morel-Madeira Gravy :
Rating: 3.75
Pret: 51.0

11399 Thyme-Scented Apple Galette :
Rating: 4.375
Pret: 53.0

11400 Thyme–Walnut Sandies :
Rating: 0.0
Pret: 11.0

11401 Tijuana Tippler :
Rating: 5.0
Pret: 64.0

11402 Tiki Cantaloupe-Coconut Cocktail :
Rating: 0.0
Pret: 68.0

11403 Tiny Baked Potatoes with Chervil Cream :
Rating: 3.75
Pret: 40.0

11404 Tiny Choux Puffs :
Rating: 3.75
Pret: 29.0

11405 Tiny Corn Muffins :
Rating: 1.875
Pret: 22.0

11406 Tiramisu Affogato :
Rating: 5.0
Pret: 10.0

11407 Tiramisu Ice-Cream Cake :
Rating: 3.75
Pret: 86.0

11408 To Cook Dried Udon Noodles :
Rating: 4.375
Pret: 99.0

11409 To Crack and Shave Fresh Coconut :
Rating: 4.375
Pret: 89.0

11410 To Make Lobster Oil :
Rating: 3.75
Pret: 41.0

11411 To Render Beef Suet :
Rating: 3.125
Pret: 13.0

11412 To Stir-Fry Pea Shoots :
Rating: 3.75
Pret: 39.0

11413 Toasted Almond Mocha Ice-Cream Tart :
Rating: 4.375
Pret: 71.0

11414 Toasted Barley Risotto with Spinach and Herb Purée :
Rating: 5.0
Pret: 56.0

11415 Toasted Blue Cheese and Caramelized Onion Sandwiches :
Rating: 4.375
Pret: 94.0

11416 Toasted Bread Crumb Topping for Pasta :
Rating: 0.0
Pret: 13.0

11417 Toasted Bread Crumbs :
Rating: 0.0
Pret: 86.0

11418 Toasted Coconut Crêpe Cups with Pineapple à la Mode :
Rating: 3.75
Pret: 46.0

11419 Toasted Coconut Dacquoise with Orange Pineapple Ice Cream :
Rating: 2.5
Pret: 50.0

11420 Toasted Coconut Macadamia Pound Cake :
Rating: 3.125
Pret: 59.0

11421 Toasted Corn Crisps :
Rating: 2.5
Pret: 66.0

11422 Toasted Garlic-Beef Stock :
Rating: 4.375
Pret: 43.0

11423 Toasted Hazelnut Salad with Dried Cranberries and Hazelnut Vinaigrette :
Rating: 4.375
Pret: 44.0

11424 Toasted Israeli Couscous with Pine Nuts and Parsley :
Rating: 4.375
Pret: 95.0

11425 Toasted Jalapeño Corn Bread :
Rating: 3.125
Pret: 80.0

11426 Toasted Manioc Flour With Eggs and Scallions (Farofa de Ovo e Cebolinha) :
Rating: 0.0
Pret: 99.0

11427 Toasted Marshmallow Butterscotch Pie :
Rating: 4.375
Pret: 71.0

11428 Toasted Nut Tart :
Rating: 4.375
Pret: 10.0

11429 Toasted Orecchiette With Veal Meatballs :
Rating: 4.375
Pret: 42.0

11430 Toasted Orzo with Saffron and Fennel :
Rating: 3.125
Pret: 75.0

11431 Toasted Pumpkin Seeds :
Rating: 4.375
Pret: 99.0

11432 Toasted Rice Powder :
Rating: 0.0
Pret: 68.0

11433 Toasted Salted Pumpkin Seeds :
Rating: 5.0
Pret: 39.0

11434 Toasted Sweet Corn Pudding :
Rating: 3.75
Pret: 44.0

11435 Toasted Tortillas with Herbed Goat Cheese :
Rating: 3.75
Pret: 44.0

11436 Toasted Walnut Buttermilk Pancakes with Cranberry Maple Syrup :
Rating: 3.75
Pret: 93.0

11437 Toasted-Almond Cake with Strawberries in Rosé-Water Syrup :
Rating: 0.0
Pret: 13.0

11438 Toasted-Almond Cookies :
Rating: 0.0
Pret: 88.0

11439 Toasted-Garlic Rice with Fresh Herbs and Lime :
Rating: 4.375
Pret: 93.0

11440 Toasted-Hazelnut Cake :
Rating: 4.375
Pret: 95.0

11441 Toasted-Pecan Pie :
Rating: 3.75
Pret: 47.0

11442 Todd's Modern Day Brisket :
Rating: 4.375
Pret: 57.0

11443 Toffee Sauce :
Rating: 5.0
Pret: 87.0

11444 Tofu Rigatoni Casserole :
Rating: 4.375
Pret: 73.0

11445 Tofu Scramble with Yukon Gold and Sweet Potato Home Fries :
Rating: 3.125
Pret: 91.0

11446 Tofu Yum-Yum Rice Bowl :
Rating: 3.75
Pret: 49.0

11447 Tofu and Leek Stir-Fry with Ground Beef :
Rating: 3.75
Pret: 84.0

11448 Tofu-and-Meat Loaf :
Rating: 3.125
Pret: 88.0

11449 Tom Colicchio's Herb-Butter Turkey :
Rating: 3.75
Pret: 63.0

11450 Tom Collins Bar :
Rating: 0.0
Pret: 61.0

11451 Tom Douglas' Bing Cherry Salmon :
Rating: 4.375
Pret: 72.0

11452 Tom and Jerry :
Rating: 3.125
Pret: 57.0

11453 Tom and Jerry II :
Rating: 0.0
Pret: 44.0

11454 Tomales Bay Oysters Rockefellar :
Rating: 5.0
Pret: 23.0

11455 Tomatillo Salsa :
Rating: 5.0
Pret: 76.0

11456 Tomatillo Salsa with Serranos :
Rating: 5.0
Pret: 32.0

11457 Tomatillo-Avocado Dip :
Rating: 3.75
Pret: 36.0

11458 Tomato Bacon Sandwiches :
Rating: 4.375
Pret: 65.0

11459 Tomato Barbecue Baby Back Ribs :
Rating: 4.375
Pret: 82.0

11460 Tomato Black-Pepper Granita :
Rating: 3.75
Pret: 92.0

11461 Tomato Chutney :
Rating: 4.375
Pret: 58.0

11462 Tomato Egg Cups :
Rating: 3.75
Pret: 49.0

11463 Tomato Eggplant Spread and Parmesan Toasts :
Rating: 4.375
Pret: 95.0

11464 Tomato Ginger Jam :
Rating: 4.375
Pret: 41.0

11465 Tomato Ginger Vinaigrette :
Rating: 3.75
Pret: 93.0

11466 Tomato Gratin :
Rating: 4.375
Pret: 88.0

11467 Tomato Gratin with White Cheddar Breadcrumbs :
Rating: 3.75
Pret: 25.0

11468 Tomato Olive Caper Compote :
Rating: 0.0
Pret: 12.0

11469 Tomato Onion Chutney :
Rating: 5.0
Pret: 25.0

11470 Tomato Relish :
Rating: 5.0
Pret: 44.0

11471 Tomato Salad with Red Onion and Herbs :
Rating: 5.0
Pret: 15.0

11472 Tomato Salsa :
Rating: 0.0
Pret: 42.0

11473 Tomato Sauce :
Rating: 4.375
Pret: 20.0

11474 Tomato Soup with Lemon-Rosemary Cream :
Rating: 4.375
Pret: 45.0

11475 Tomato Water Bloody Mary :
Rating: 3.75
Pret: 82.0

11476 Tomato and Bacon Clam Chowder :
Rating: 3.75
Pret: 15.0

11477 Tomato and Bacon Salad in Bibb Lettuce Cups :
Rating: 3.75
Pret: 33.0

11478 Tomato and Cannellini Bean Soup :
Rating: 5.0
Pret: 31.0

11479 Tomato and Cheddar Pie :
Rating: 3.75
Pret: 38.0

11480 Tomato and Cheddar Souffles :
Rating: 3.75
Pret: 41.0

11481 Tomato and Corn Salsa :
Rating: 3.75
Pret: 98.0

11482 Tomato and Crab Soup :
Rating: 4.375
Pret: 64.0

11483 Tomato and Cucumber Salad with Pita Bread and Za'atar :
Rating: 4.375
Pret: 60.0

11484 Tomato and Fennel Orzo :
Rating: 3.75
Pret: 42.0

11485 Tomato and Minced Pork Relish with Vegetables :
Rating: 0.0
Pret: 91.0

11486 Tomato and Mint Salad with Pomegranate Dressing :
Rating: 4.375
Pret: 67.0

11487 Tomato and Mozzarella Bread-Bowl Souffles :
Rating: 1.875
Pret: 77.0

11488 Tomato and Red Onion Compote :
Rating: 3.75
Pret: 17.0

11489 Tomato and Ricotta Salata Bruschetta :
Rating: 4.375
Pret: 89.0

11490 Tomato and Spinach Soup :
Rating: 3.75
Pret: 14.0

11491 Tomato and Tapenade Tartlets :
Rating: 4.375
Pret: 96.0

11492 Tomato and Tomatillo Gazpacho :
Rating: 4.375
Pret: 24.0

11493 Tomato-Anchovy Pasta :
Rating: 4.375
Pret: 80.0

11494 Tomato-Avocado Salsa :
Rating: 4.375
Pret: 23.0

11495 Tomato-Basil Crab Bisque :
Rating: 4.375
Pret: 98.0

11496 Tomato-Basil Soup :
Rating: 0.0
Pret: 34.0

11497 Tomato-Cheddar Pie :
Rating: 4.375
Pret: 72.0

11498 Tomato-Coriander Bruschetta :
Rating: 4.375
Pret: 89.0

11499 Tomato-Infused Bulgur Pilaf with Fresh Basil :
Rating: 0.0
Pret: 58.0

11500 Tomato-Mozzarella Pizza with Phyllo Crust :
Rating: 4.375
Pret: 84.0

11501 Tomato-Mushroom Bisque :
Rating: 3.125
Pret: 88.0

11502 Tomato-Rubbed Bruschetta :
Rating: 3.75
Pret: 62.0

11503 Tomato-Sausage Sauce :
Rating: 4.375
Pret: 29.0

11504 Tomato-Water Bloody Mary :
Rating: 5.0
Pret: 21.0

11505 Tomato-Watermelon Salad with Feta and Toasted Almonds :
Rating: 4.375
Pret: 91.0

11506 Tomato-and-Fennel-Stuffed Salmon with Basil Sauce :
Rating: 3.75
Pret: 63.0

11507 Tomato-and-Garlic-Stuffed Chicken Cutlets :
Rating: 4.375
Pret: 41.0

11508 Tomatoes Stuffed with Bulgur and Pine Nuts :
Rating: 4.375
Pret: 92.0

11509 Tomatoes Stuffed with Fresh Mozzarella and Basil :
Rating: 4.375
Pret: 64.0

11510 Tomatoes and Feta Cheese with Herb-and-Garlic Dressing :
Rating: 3.75
Pret: 100.0

11511 Tomatoes in Chile-Fennel Oil :
Rating: 3.75
Pret: 65.0

11512 Tomatoey Spiced Chickpeas :
Rating: 4.375
Pret: 51.0

11513 Tongue :
Rating: 2.5
Pret: 83.0

11514 Tongue with Mustard-Horseradish Sauce :
Rating: 3.75
Pret: 41.0

11515 Top Sirloin Steak with Bell Pepper and Onion Sauté :
Rating: 4.375
Pret: 39.0

11516 Top-Shelf Margaritas :
Rating: 5.0
Pret: 66.0

11517 Toreador :
Rating: 2.5
Pret: 48.0

11518 Torquato's Herb and Garlic Baked Tomatoes :
Rating: 4.375
Pret: 68.0

11519 Torta de Calabacitas :
Rating: 4.375
Pret: 30.0

11520 Tortellini in Parmesan Broth :
Rating: 4.375
Pret: 96.0

11521 Tortelloni with Mushroom-Sage Sauce :
Rating: 4.375
Pret: 24.0

11522 Tortilla Espanola :
Rating: 4.375
Pret: 43.0

11523 Tortilla Espanola with Saffron Aïoli :
Rating: 4.375
Pret: 44.0

11524 Tortilla Pie :
Rating: 4.375
Pret: 54.0

11525 Tortilla Soup :
Rating: 4.375
Pret: 99.0

11526 Tortilla Soup with Crisp Tortillas and Avocado Relish :
Rating: 4.375
Pret: 62.0

11527 Tortillas in Black Bean Sauce :
Rating: 3.75
Pret: 39.0

11528 Tortillas in Black-Bean Purée :
Rating: 4.375
Pret: 95.0

11529 Tortillas with Grilled Adobo Pork and Pineapple :
Rating: 3.75
Pret: 94.0

11530 Tossed Fresh Fruit Salad with Orange Mayonnaise Dressing :
Rating: 0.0
Pret: 46.0

11531 Tossed Pizza Salad :
Rating: 3.75
Pret: 59.0

11532 Tostadas :
Rating: 0.0
Pret: 93.0

11533 Toum (Garlic Sauce) :
Rating: 2.5
Pret: 18.0

11534 Traditional Apple-Walnut Charoset :
Rating: 4.375
Pret: 100.0

11535 Traditional Crab Cakes '21' Club :
Rating: 4.375
Pret: 73.0

11536 Traditional Indian Raita :
Rating: 5.0
Pret: 37.0

11537 Trail Mix :
Rating: 3.75
Pret: 56.0

11538 Trail Mix Porridge :
Rating: 3.75
Pret: 11.0

11539 Treacle Farls :
Rating: 3.75
Pret: 21.0

11540 Treacle Scones :
Rating: 3.75
Pret: 11.0

11541 Tree-Trimming Cider Punch :
Rating: 0.0
Pret: 36.0

11542 Trenton Tomato Pie Pizza :
Rating: 5.0
Pret: 74.0

11543 Tri-Tip Roast with Parsley Cherry-Tomato :
Rating: 4.375
Pret: 87.0

11544 Tri-Tip Roast with Sun-Dried Tomato and Roasted-Pepper Relish :
Rating: 4.375
Pret: 68.0

11545 Tri-Tip With Chimichurri :
Rating: 4.375
Pret: 69.0

11546 Tricked-Up Brisket Rub :
Rating: 4.375
Pret: 98.0

11547 Tricolor Roasted Peppers :
Rating: 3.75
Pret: 12.0

11548 Tricolor Salad with Honey-Cumin Dressing :
Rating: 3.125
Pret: 58.0

11549 Tricolor Tomato Fettuccine :
Rating: 4.375
Pret: 84.0

11550 Tricolor Vegetable Sauté with Cumin Seeds and Oregano :
Rating: 2.5
Pret: 71.0

11551 Trifle with Strawberries and Caramel-Coated Bananas :
Rating: 4.375
Pret: 79.0

11552 Trimmed Artichokes :
Rating: 4.375
Pret: 18.0

11553 Trio of Gelati :
Rating: 4.375
Pret: 17.0

11554 Trio of Marinated Goat Cheeses :
Rating: 5.0
Pret: 53.0

11555 Trio of Salads :
Rating: 4.375
Pret: 73.0

11556 Trio of Sorbets with Raspberry Coulis :
Rating: 3.75
Pret: 26.0

11557 Triple Seafood Chowder with Dill :
Rating: 3.75
Pret: 42.0

11558 Triple-Berry Margaritas :
Rating: 5.0
Pret: 66.0

11559 Triple-Cherries Jubilee :
Rating: 3.75
Pret: 99.0

11560 Triple-Chocolate Cranberry Oatmeal Cookies :
Rating: 4.375
Pret: 31.0

11561 Triple-Chocolate Hazelnut Truffles :
Rating: 4.375
Pret: 90.0

11562 Triple-Cranberry Sauce :
Rating: 4.375
Pret: 57.0

11563 Triple-Ginger Cookies :
Rating: 4.375
Pret: 53.0

11564 Triple-Layer Carrot Cake with Cream Cheese Frosting :
Rating: 3.75
Pret: 70.0

11565 Triple-Layer White Cake with Orange Curd Filling and Frosting :
Rating: 3.75
Pret: 69.0

11566 Trippa alla Romana :
Rating: 4.375
Pret: 89.0

11567 Tropical Carrot Cake with Coconut Cream Cheese Frosting :
Rating: 4.375
Pret: 10.0

11568 Tropical Chicken Salad :
Rating: 3.75
Pret: 40.0

11569 Tropical Fruit Compote with Mango Sorbet :
Rating: 4.375
Pret: 11.0

11570 Tropical Fruit Crepes with Vanilla Bean and Rum Butter Sauce :
Rating: 5.0
Pret: 42.0

11571 Tropical Fruit Fantasy :
Rating: 5.0
Pret: 95.0

11572 Tropical Fruit Foster Split :
Rating: 4.375
Pret: 42.0

11573 Tropical Fruit Kebabs with Lime Cream :
Rating: 4.375
Pret: 68.0

11574 Tropical Fruit Salad :
Rating: 0.0
Pret: 48.0

11575 Tropical Fruit Salsa :
Rating: 4.375
Pret: 61.0

11576 Tropical Fruit Salsa with Jalapeño and Bell Peppers :
Rating: 5.0
Pret: 95.0

11577 Tropical Fruit Smoothie :
Rating: 3.75
Pret: 42.0

11578 Tropical Fruit Sparkler :
Rating: 0.0
Pret: 88.0

11579 Tropical Fruit Splits with Rum Sauce and Chile-Macadamia Brittle :
Rating: 5.0
Pret: 85.0

11580 Tropical Fruit Tart :
Rating: 4.375
Pret: 72.0

11581 Tropical Fruit and Rum Punch :
Rating: 0.0
Pret: 20.0

11582 Tropical Glazed Ham with Curried Pineapple Chutney :
Rating: 4.375
Pret: 27.0

11583 Tropical Lime Torte with Mango Compote :
Rating: 3.75
Pret: 13.0

11584 Tropical Margarita :
Rating: 5.0
Pret: 23.0

11585 Tropical Punch Colada :
Rating: 0.0
Pret: 77.0

11586 Tropical Rainbow :
Rating: 0.0
Pret: 20.0

11587 Tropical Rainstorm :
Rating: 0.0
Pret: 49.0

11588 Tropical Rum Punch :
Rating: 5.0
Pret: 98.0

11589 Tropical Shake :
Rating: 4.375
Pret: 79.0

11590 Tropical Smoothie :
Rating: 0.0
Pret: 38.0

11591 Tropical Sparkling Sangria :
Rating: 4.375
Pret: 33.0

11592 Tropical Sundaes :
Rating: 5.0
Pret: 64.0

11593 Trout Choucroute :
Rating: 5.0
Pret: 74.0

11594 Trout Dale Oatmeal-Raisin Cookies :
Rating: 4.375
Pret: 92.0

11595 Trout Grenobloise :
Rating: 4.375
Pret: 17.0

11596 Trout in Riesling :
Rating: 4.375
Pret: 37.0

11597 Trout with Cucumber and Sour Cream :
Rating: 4.375
Pret: 23.0

11598 Trout with Pecan and Pine Nut Crust :
Rating: 3.75
Pret: 14.0

11599 Trout with Tarragon Butter :
Rating: 0.0
Pret: 52.0

11600 Trout with Tropical Fruit Salsa and Mixed Greens :
Rating: 4.375
Pret: 33.0

11601 True Vanilla Ice Cream :
